train_idx,bench_id,bench_query_source,query
922,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
922,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
922,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
922,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
922,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
922,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
922,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
922,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
922,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
922,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
924,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
924,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
924,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
924,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
924,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
927,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
927,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
927,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
927,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
929,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
929,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
929,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
929,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
929,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
929,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
929,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
929,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
929,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
929,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
929,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
929,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
930,RLAIF-V-10899,LCS-558K,What are the main objects or subjects in the image? Please describe them in detail.
930,RLAIF-V-1549,COCO,What are the main objects or subjects in the image? Please describe them in detail.
930,RLAIF-V-16213,COCO,What are the main objects or subjects in the image? Please describe them in detail.
930,RLAIF-V-2775,COCO,What are the main objects or subjects in the image? Please describe them in detail.
930,RLAIF-V-40207,COCO,What are the main objects or subjects in the image? Please describe them in detail.
930,RLAIF-V-76752,COCO,What are the main objects or subjects in the image? Please describe them in detail.
930,RLHF-V-3857,coco,What are the main objects or subjects in the image? Please describe them in detail.
930,RLHF-V-5624,coco,What are the main objects or subjects in the image? Please describe them in detail.
935,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
935,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
937,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
941,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
941,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
941,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
941,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
941,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
941,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
941,RLHF-V-2552,coco,Describe the key features of the image in great detail.
941,RLHF-V-2563,coco,Describe the key features of the image in great detail.
941,RLHF-V-5176,coco,Describe the key features of the image in great detail.
942,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
942,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
945,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
945,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
945,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
949,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
949,RLAIF-V-42889,COCO,What are the key features you observe in the image?
949,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
949,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
949,RLAIF-V-68603,COCO,What are the key features you observe in the image?
949,RLHF-V-3862,coco,What are the key features you observe in the image?
951,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
951,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
951,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
951,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
951,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
951,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
953,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
953,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
953,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
953,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
